nro_curso,cod_materia,profesor,nombre,virtual,h_desde,h_hasta,dia,id_cuatrimestre,id_prof,hora_desde,hora_hasta,Es_Individual
9461,APC1,JPA,1er Cuatrimestre 2024,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,60,30,18:30,20:00,0
9462,APC2,JPA,1er Cuatrimestre 2024,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,60,30,13:00,14:30,0
9463,BAJ,AH,1er Cuatrimestre 2024,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,60,120,18:30,20:00,1
9464,PNO,PH,1er Cuatrimestre 2024,0,1900-01-01 15:00:00.000,1900-01-01 18:00:00.000,Martes,60,204,15:00,18:00,1
9465,TPT,AO,1er Cuatrimestre 2024,0,1900-01-01 10:00:00.000,1900-01-01 11:00:00.000,Martes,60,194,10:00,11:00,1
9466,GUIA,JPA,1er Cuatrimestre 2024,0,1900-01-01 14:30:00.000,1900-01-01 15:30:00.000,Martes,60,30,14:30,15:30,0
9467,GUIA,AS,1er Cuatrimestre 2024,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Martes,60,190,17:30,18:30,0
9468,GUIB,CMZ,1er Cuatrimestre 2024,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Martes,60,104,13:00,14:00,0
9469,GUIB,AS,1er Cuatrimestre 2024,0,1900-01-01 16:30:00.000,1900-01-01 17:30:00.000,Martes,60,190,16:30,17:30,0
9470,INA2,CMZ,1er Cuatrimestre 2024,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,60,104,11:30,13:00,0
9471,NTM1,CMZ,1er Cuatrimestre 2024,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,60,104,10:00,11:30,0
9472,NTM2,PH,1er Cuatrimestre 2024,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,60,204,13:00,14:30,0
9473,PNOC,PH,1er Cuatrimestre 2024,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,60,204,10:00,11:30,0
9474,PNO,GT,1er Cuatrimestre 2024,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,60,17,11:30,13:00,1
9475,PNOC,GT,1er Cuatrimestre 2024,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,60,17,13:00,14:30,0
9483,BAJ,PT,1er Cuatrimestre 2024,0,1900-01-01 11:00:00.000,1900-01-01 13:00:00.000,Martes,60,169,11:00,13:00,1
9484,CAN,JM,1er Cuatrimestre 2024,0,1900-01-01 13:00:00.000,1900-01-01 19:00:00.000,Martes,60,211,13:00,19:00,1
9485,EJAB,JCDU,1er Cuatrimestre 2024,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,60,3,10:00,11:30,0
9486,EJAD,JCDU,1er Cuatrimestre 2024,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,60,3,11:30,13:00,0
9487,BAT,SH,1er Cuatrimestre 2024,0,1900-01-01 11:00:00.000,1900-01-01 19:30:00.000,Martes,60,203,11:00,19:30,1
9172,ENBC,PAN,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Lunes,58,122,13:00,14:30,0
9173,EJAD,EP,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Lunes,58,160,11:30,13:00,0
9174,EROC,PAN,2do Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 19:00:00.000,Lunes,58,122,17:30,19:00,0
9175,GRA,PLR,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 14:00:00.000,Lunes,58,8,11:00,14:00,0
9176,GUIA,EP,2do Cuatrimestre 2023,0,1900-01-01 10:30:00.000,1900-01-01 11:30:00.000,Lunes,58,160,10:30,11:30,0
9177,GUIA,PAN,2do Cuatrimestre 2023,0,1900-01-01 16:30:00.000,1900-01-01 18:30:00.000,Lunes,58,122,16:30,18:30,0
9178,TIM1,CC,2do Cuatrimestre 2023,0,1900-01-01 19:30:00.000,1900-01-01 21:00:00.000,Lunes,58,24,19:30,21:00,0
9179,TIM2,CC,2do Cuatrimestre 2023,0,1900-01-01 18:00:00.000,1900-01-01 19:30:00.000,Lunes,58,24,18:00,19:30,0
9180,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 15:30:00.000,Lunes,58,122,14:30,15:30,0
9184,PNO,GT,2do Cuatrimestre 2023,1,1900-01-01 18:00:00.000,1900-01-01 19:30:00.000,Lunes,58,17,18:00,19:30,1
9185,MEZ3,PLR,2do Cuatrimestre 2023,1,1900-01-01 19:30:00.000,1900-01-01 21:00:00.000,Lunes,58,8,19:30,21:00,0
9186,PTS,FR,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Lunes,58,159,20:00,21:30,0
9188,PNOC,IA,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Lunes,58,171,20:00,21:30,0
9189,IPM,SB,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Lunes,58,127,17:00,18:30,0
9202,APC1,JPA,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,30,18:30,20:00,0
9203,APC2,JPA,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,58,30,13:00,14:30,0
9204,APC2,GT,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,17,18:30,20:00,0
9205,EAP1,GT,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,17,17:00,18:30,0
9206,EAP2,CR,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,124,11:30,13:00,0
9207,BAT,SH,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 19:00:00.000,Martes,58,203,11:00,19:00,1
9208,PNO,PH,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 18:00:00.000,Martes,58,204,15:00,18:00,1
9209,EFLC,AS,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,190,18:30,20:00,0
9210,EJAB,JCDU,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Martes,58,3,15:30,17:00,0
9211,EJAD,JCDU,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Martes,58,3,14:00,15:30,0
9212,EJFU,AH,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,120,17:00,18:30,0
9213,GUIA,JPA,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 15:30:00.000,Martes,58,30,14:30,15:30,0
9214,GUIA,AS,2do Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Martes,58,190,17:30,18:30,0
9215,GUIB,CMZ,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Martes,58,104,13:00,14:00,0
9216,GUIB,AS,2do Cuatrimestre 2023,0,1900-01-01 16:30:00.000,1900-01-01 17:30:00.000,Martes,58,190,16:30,17:30,0
9217,INA2,CMZ,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,104,11:30,13:00,0
9218,MFA,AS,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 16:30:00.000,Martes,58,190,15:00,16:30,0
9219,NTM2,PH,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,58,204,13:00,14:30,0
9220,PGI,JPA,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Martes,58,30,15:30,17:00,0
9227,CAN,NOM,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 15:30:00.000,Martes,58,21,10:00,15:30,1
9228,PNO,RN,2do Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 15:30:00.000,Martes,58,19,13:00,15:30,1
9229,PNO,RN,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,19,18:30,20:00,1
9230,CTO1,TC,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,23,18:30,20:00,0
9231,IVI,LZ,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,207,18:30,20:00,0
9232,PNOC,RN,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,19,17:00,18:30,0
9233,PNOC,RN,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Martes,58,19,20:00,21:30,0
9234,PRO,MDM,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,191,11:30,13:00,0
9235,TCV1,TC,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Martes,58,23,20:00,21:30,0
9236,TAM,MDM,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,191,10:00,11:30,0
9240,ER&B,PT,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,169,11:30,13:00,0
9257,BAT,PD,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Mi�rcoles,58,132,15:00,17:00,1
9258,EIMP,PH,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 16:00:00.000,Mi�rcoles,58,204,14:30,16:00,0
9259,EJAC,JC,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,58,121,13:00,14:30,0
9260,ESFU,PT,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,169,17:00,18:30,0
9261,ERI,PD,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,58,132,13:00,14:30,0
9262,GRA,FR,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,159,18:30,21:30,0
9263,LBC,PD,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,132,18:30,20:00,0
9264,TIM1,CC,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,24,10:00,11:30,0
9265,TIM2,CC,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,24,11:30,13:00,0
9266,TPR1,PD,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,132,11:30,13:00,0
9267,TPR1,PD,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,132,17:00,18:30,0
9268,PNOC,IA,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Mi�rcoles,58,171,14:00,15:30,0
9287,INA1,CMZ,2do Cuatrimestre 2023,0,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,104,20:00,21:30,0
9288,APM,IA,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,171,18:30,20:00,0
9289,ARR1,DJ,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,6,11:30,13:00,0
9248,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 16:30:00.000,Mi�rcoles,58,160,15:30,16:30,0
9249,NTM1,EP,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,160,18:30,20:00,0
9250,TAM,FR,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,159,17:00,18:30,0
9251,BAJ,JC,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,121,11:30,13:00,1
9252,BAJ,JC,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Mi�rcoles,58,121,15:00,17:00,1
9253,BAJ,PT,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Mi�rcoles,58,169,15:00,17:00,1
9254,SAXF,LN,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,136,10:00,11:30,1
9255,SAXF,LN,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 15:00:00.000,Mi�rcoles,58,136,13:00,15:00,1
9256,EJAD,LN,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,136,11:30,13:00,0
9277,NTM2,PAN,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,122,18:30,20:00,0
9278,NTM1,PAN,2do Cuatrimestre 2023,0,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,122,20:00,21:30,0
9279,INA2,EP,2do Cuatrimestre 2023,0,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,160,20:00,21:30,0
9280,APC1,CMZ,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,104,11:30,13:00,0
9290,ARR2,DJ,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,6,10:00,11:30,0
9291,CAN,RC,2do Cuatrimestre 2023,1,1900-01-01 12:00:00.000,1900-01-01 15:00:00.000,Mi�rcoles,58,189,12:00,15:00,1
9292,GUIB,PAN,2do Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Mi�rcoles,58,122,13:00,14:00,0
9293,IVI,MDM,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,191,11:30,13:00,0
9294,INA2,PAN,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,122,11:30,13:00,0
9295,MIM,MDM,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,191,10:00,11:30,0
9296,PRP,IF,2do Cuatrimestre 2023,1,1900-01-01 19:00:00.000,1900-01-01 21:00:00.000,Mi�rcoles,58,187,19:00,21:00,0
9297,NTM2,PAN,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,122,10:00,11:30,0
9298,EAP3,CR,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,124,17:00,18:30,0
9299,APC3,CR,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,124,18:30,20:00,0
9300,EAP1,CR,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,124,20:00,21:30,0
9303,PNO,IA,2do Cuatrimestre 2023,1,1900-01-01 18:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,171,18:00,18:30,1
9304,PNO,GT,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Martes,58,17,15:00,17:00,1
9305,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Jueves,58,122,13:00,14:00,0
9306,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:00:00.000,Jueves,58,122,14:00,15:00,0
9307,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Jueves,58,122,16:00,17:00,0
9308,IPM,PC,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,195,17:00,18:30,0
9309,INA1,PAN,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,122,18:30,20:00,0
9310,MEZ1,PC,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,195,18:30,20:00,0
9311,NTM2,PAN,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,122,17:00,18:30,0
9312,PNOC,RN,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,19,10:00,11:30,0
9313,PNOC,GT,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,17,11:30,13:00,0
9314,PNOC,RN,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,19,17:00,18:30,0
9315,ARR1,GT,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,17,18:30,20:00,0
9316,BAT,FM,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 14:30:00.000,Jueves,58,9,10:00,14:30,1
9317,BAT,PD,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,132,17:00,18:30,1
9318,EJAD,GT,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Jueves,58,17,13:00,14:30,0
9319,EPOP,CN-,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,193,11:30,13:00,0
9320,TAM,SB,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,127,11:30,13:00,0
9321,CAN,RC,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,189,10:00,11:30,1
9322,CAN,RC,2do Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:30:00.000,Jueves,58,189,13:30,15:30,1
9323,EAP2,GT,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,17,17:00,18:30,0
9324,CAN,EE,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 14:30:00.000,Jueves,58,101,12:00,14:30,1
9325,CAN,EE,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 20:00:00.000,Jueves,58,101,15:30,20:00,1
9326,PNO,RN,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 16:00:00.000,Jueves,58,19,11:30,16:00,1
9327,ECBC,RN,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,19,18:30,20:00,0
9328,TRL1,ADM,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Jueves,58,141,15:30,17:00,0
9329,TPR1,PD,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,132,18:30,20:00,0
9330,APC2,CR,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,124,10:00,11:30,0
9331,ARR1,CR,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,124,11:30,13:00,0
9337,MEZ2,SB,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Jueves,58,127,14:00,15:30,0
9338,MEZ3,SB,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Jueves,58,127,15:30,17:00,0
9339,EFLA,ADM,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,141,17:00,18:30,0
9340,TPXS,ADM,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,141,18:30,20:00,0
9341,BAJ,PT,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,169,11:30,13:00,1
9342,CAN,LF,2do Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Jueves,58,202,16:00,17:00,1
9343,GUIB,EP,2do Cuatrimestre 2023,1,1900-01-01 11:00:00.000,1900-01-01 12:00:00.000,Jueves,58,160,11:00,12:00,0
9344,GUIB,CMZ,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:00:00.000,Jueves,58,104,20:00,21:00,0
9345,INA2,CMZ,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,104,18:30,20:00,0
9346,NTM2,CMZ,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,58,104,17:00,18:30,0
9347,PME,SDD,2do Cuatrimestre 2023,1,1900-01-01 11:00:00.000,1900-01-01 12:30:00.000,Jueves,58,205,11:00,12:30,0
9348,ABLE,SDD,2do Cuatrimestre 2023,1,1900-01-01 09:30:00.000,1900-01-01 11:00:00.000,Jueves,58,205,09:30,11:00,0
9349,GUIA,EP,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:00:00.000,Jueves,58,160,20:00,21:00,0
9350,GUIB,EP,2do Cuatrimestre 2023,1,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Jueves,58,160,17:30,18:30,0
9351,TJZD,EP,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,160,18:30,20:00,0
9352,PNOC,IA,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,58,171,18:30,20:00,0
9353,BAT,FM,2do Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 18:00:00.000,Jueves,58,9,16:00,18:00,1
9354,ARR1,IA,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,171,11:30,13:00,0
9355,EFLC,IA,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,58,171,10:00,11:30,0
9356,EJAC,JPA,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,30,11:30,13:00,0
9357,GUIC,CMZ,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 16:00:00.000,Viernes,58,104,13:00,16:00,1
9358,NTM1,PAN,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,122,10:00,11:30,0
9359,NTM2,CMZ,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,58,104,10:00,11:30,0
9360,BAT,PD,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 13:00:00.000,Viernes,58,132,11:00,13:00,1
9361,PNO,IA,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,58,171,13:00,14:30,1
9362,PNO,IA,2do Cuatrimestre 2023,0,1900-01-01 16:30:00.000,1900-01-01 18:30:00.000,Viernes,58,171,16:30,18:30,1
9363,GUIB,JPA,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Viernes,58,30,13:00,14:00,0
9364,INA2,PH,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,204,11:30,13:00,0
9365,PNOC,IA,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 16:30:00.000,Viernes,58,171,15:00,16:30,0
9366,TPR1,PD,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,58,132,13:00,14:30,0
9367,CAN,LF,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 16:30:00.000,Viernes,58,202,14:30,16:30,1
9368,INA1,CMZ,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,104,11:30,13:00,0
9369,TEJ,PH,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,58,204,13:00,14:30,0
9370,CAN,LF,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 14:00:00.000,Viernes,58,202,12:00,14:00,1
9371,PNO,GT,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,58,17,10:00,11:30,1
9372,PNOC,GT,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,17,11:30,13:00,0
9386,BAT,PD,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:00:00.000,Viernes,58,132,20:00,21:00,1
9387,GUIA,PAN,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:00:00.000,Viernes,58,122,17:00,18:00,0
9388,GUIB,PAN,2do Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Viernes,58,122,16:00,17:00,0
9389,LBC,PD,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Viernes,58,132,17:00,18:30,0
9390,TPR1,PD,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Viernes,58,132,18:30,20:00,0
9393,APM,DJ,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Jueves,57,6,09:00,10:30,0
9394,EAP2,IA,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,171,10:00,11:30,0
9398,MAS,FR,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,159,10:00,11:30,0
9403,PTS,LZ,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,207,17:00,18:30,0
9404,PTS,PC,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,195,10:00,11:30,0
9409,PNO,LP,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,209,17:00,18:30,1
9411,INA1,CMZ,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,104,10:00,11:30,0
9413,BAT,PD,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 15:00:00.000,Viernes,58,132,14:30,15:00,1
